,client_name,legislator,edge_type,title,party,confidence,client_industry,contract_value,issue_name,issue_description,issue_code,lobbyist_id,lobbyist_name,currently_in_office,link_source_text,legislator_icpsr,legislator_govtrack,legislator_bioguide,legislator_thomas,filing_year,client_name_unmerged_,income_per_lobbyist,registrant_id,filing_index
55,EXXON MOBIL,Rep. Virgil H. Goode,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,63760,JERR ROSENBAUM,0.0,"Legislative Director, Sen. John Cornyn; Chief of Staff, Rep. Robert Hurt; Chief of Staff, Rep. Jack Kingston; Chief of Staff, Rep. Virgil Goode",89767.0,400153,G000280,01486,2023,EXXON MOBIL CORPORATION,10000.0,400918672,50
56,EXXON MOBIL,Rep. Walter Herger,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,72906,JAY SULZMANN,0.0,"Legislative Director/Health Policy Advisor, Sen. Johnny Isakson; Sr. Policy Advisor/LA/LC/SA, Rep. Wally Herger",15420.0,400176,H000528,00533,2023,EXXON MOBIL CORPORATION,10000.0,400918672,50
57,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
58,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
59,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
60,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
61,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
62,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
63,EXXON MOBIL,Rep. John A. Boehner,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,107381,PARKER H. POLING,0.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",29137.0,400036,B000589,00102,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
64,EXXON MOBIL,Rep. Patrick T. McHenry,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20522.0,400644,M001156,01792,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
65,EXXON MOBIL,Rep. Steve Joseph Scalise,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,"Congressional energy proposals, including permitting.",ENG,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20759.0,412261,S001176,01892,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
66,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
67,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
68,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
69,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
70,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip 04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
71,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
72,EXXON MOBIL,Rep. John A. Boehner,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,107381,PARKER H. POLING,0.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",29137.0,400036,B000589,00102,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
73,EXXON MOBIL,Rep. Patrick T. McHenry,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20522.0,400644,M001156,01792,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
74,EXXON MOBIL,Rep. Steve Joseph Scalise,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20759.0,412261,S001176,01892,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
75,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
76,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
77,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
78,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
79,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
80,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,62753,JOHN J O'NEILL,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
81,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
82,EXXON MOBIL,Rep. John A. Boehner,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,107381,PARKER H. POLING,0.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",29137.0,400036,B000589,00102,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
83,EXXON MOBIL,Rep. Patrick T. McHenry,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20522.0,400644,M001156,01792,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
84,EXXON MOBIL,Rep. Steve Joseph Scalise,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,107381,PARKER H. POLING,1.0,"Spec. Asst to Dir. of Media Affairs 01-03; Comm. on Educ. and Workforce, Chairman Boehner 03-04; Law Clerk to Chairman Toner, FEC 05-06; COS, Cong. McHenry 07-14; COS, Chief Dep. Whip McHenry 14-18 in Office of Maj. Whip Scalise.",20759.0,412261,S001176,01892,2023,EXXON MOBIL CORPORATION,10000.0,401103523,55
85,EXXON MOBIL,Rep. Kevin McCarthy,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Energy company,50000.0,Trade (Domestic & Foreign),"Issues related to trade, tariffs and international diplomacy",TRD,141553,WILLIAM DUNHAM,0.0,"Deputy Chief of Staff for Policy, Leader Kevin McCarthy; Policy Director, Leader Kevin McCarthy; Executive Director, Republican Study Committee; Budget Associate, Rep. Tom McClintock",20703.0,412190,M001165,01833,2023,EXXON MOBIL CORP,16666.666666666668,7257,59
86,EXXON MOBIL,Rep. Tom McClintock,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Energy company,50000.0,Trade (Domestic & Foreign),"Issues related to trade, tariffs and international diplomacy",TRD,141553,WILLIAM DUNHAM,1.0,"Deputy Chief of Staff for Policy, Leader Kevin McCarthy; Policy Director, Leader Kevin McCarthy; Executive Director, Republican Study Committee; Budget Associate, Rep. Tom McClintock",20903.0,412295,M001177,01908,2023,EXXON MOBIL CORP,16666.666666666668,7257,59
87,EXXON MOBIL,Sen. Ernest F. Hollings,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Budget/Appropriations,"(Draft): Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024; provisions related to CO2 storage and advanced recycling (Draft): State & Foreign Operations Appropriations Act, 2024; provisions related to energy security (Draft): Energy & Water Appropriations Act, 2024; provisions related to energy technologies",BUD,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",11204.0,300053,H000725,01361,2023,EXXON MOBIL CORP,0.0,14017,60
88,EXXON MOBIL,Sen. Byron L. Dorgan,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Budget/Appropriations,"(Draft): Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024; provisions related to CO2 storage and advanced recycling (Draft): State & Foreign Operations Appropriations Act, 2024; provisions related to energy security (Draft): Energy & Water Appropriations Act, 2024; provisions related to energy technologies",BUD,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",14812.0,300037,D000432,00308,2023,EXXON MOBIL CORP,0.0,14017,60
89,EXXON MOBIL,Sen. Ernest F. Hollings,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Taxation/Internal Revenue Code,"Public Law No: 117-169 (H.R. 5376-117th Congress): Inflation Reduction Act of 2022; provisions related to corporate tax Public Law No: 117-58 (H.R. 3684 - 177th Congress): Infrastructure Implementation and Jobs Act: issues related to IRC Section 45V Discussions related to global corporate tax Discussions related to carbon capture and storage, and hydrogen",TAX,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",11204.0,300053,H000725,01361,2023,EXXON MOBIL CORP,0.0,14017,60
90,EXXON MOBIL,Sen. Byron L. Dorgan,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Taxation/Internal Revenue Code,"Public Law No: 117-169 (H.R. 5376-117th Congress): Inflation Reduction Act of 2022; provisions related to corporate tax Public Law No: 117-58 (H.R. 3684 - 177th Congress): Infrastructure Implementation and Jobs Act: issues related to IRC Section 45V Discussions related to global corporate tax Discussions related to carbon capture and storage, and hydrogen",TAX,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",14812.0,300037,D000432,00308,2023,EXXON MOBIL CORP,0.0,14017,60
91,EXXON MOBIL,Sen. Ernest F. Hollings,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Energy/Nuclear,"HR 1: Lower Energy Costs Act; provisions related to permitting, carbon capture and energy production Public Law No: 117-169 (H.R. 5376 - 117th Congress): Inflation Reduction Act of 2022; provisions related to implementation, carbon capture and storage, and hydrogen Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; provisions related to implementation, carbon capture and storage, and hydrogen; Discussions related to carbon capture Discussions related to global energy markets and regulation Discussions related to the Houston Carbon Capture and Storage Innovation Zone project, and onshore and offshore carbon capture and storage",ENG,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",11204.0,300053,H000725,01361,2023,EXXON MOBIL CORP,0.0,14017,60
92,EXXON MOBIL,Sen. Byron L. Dorgan,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Energy/Nuclear,"HR 1: Lower Energy Costs Act; provisions related to permitting, carbon capture and energy production Public Law No: 117-169 (H.R. 5376 - 117th Congress): Inflation Reduction Act of 2022; provisions related to implementation, carbon capture and storage, and hydrogen Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; provisions related to implementation, carbon capture and storage, and hydrogen; Discussions related to carbon capture Discussions related to global energy markets and regulation Discussions related to the Houston Carbon Capture and Storage Innovation Zone project, and onshore and offshore carbon capture and storage",ENG,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",14812.0,300037,D000432,00308,2023,EXXON MOBIL CORP,0.0,14017,60
93,EXXON MOBIL,Sen. Ernest F. Hollings,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Environmental/Superfund,"Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; discussions related to advanced recycling, carbon storage, low carbon solutions, and IRC Section 45V Public Law No: 117-169 (H.R. 5376- 117th Congress): Inflation Reduction Act of 2022; discussions related to advanced recycling, carbon storage, low carbon solutions, and IRC Section 45V Discussions related to emissions and energy Discussions related to carbon pricing, the Houston Carbon Capture and Storage Innovation Zone project, hydrogen, onshore/offshore carbon capture and storage, and IRC Section 45Q Discussions related to outreach on carbon capture and storage project in Louisiana Discussions related to plastic recycling Discussions related to permitting",ENV,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",11204.0,300053,H000725,01361,2023,EXXON MOBIL CORP,0.0,14017,60
94,EXXON MOBIL,Sen. Byron L. Dorgan,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,None,0.0,Environmental/Superfund,"Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; discussions related to advanced recycling, carbon storage, low carbon solutions, and IRC Section 45V Public Law No: 117-169 (H.R. 5376- 117th Congress): Inflation Reduction Act of 2022; discussions related to advanced recycling, carbon storage, low carbon solutions, and IRC Section 45V Discussions related to emissions and energy Discussions related to carbon pricing, the Houston Carbon Capture and Storage Innovation Zone project, hydrogen, onshore/offshore carbon capture and storage, and IRC Section 45Q Discussions related to outreach on carbon capture and storage project in Louisiana Discussions related to plastic recycling Discussions related to permitting",ENV,142539,TOBY SHORT,0.0,"Senator Ernest F. Hollings, Legislative Assistant: 1997-2001 Senate Commerce Committee: 2002 Senator Byron L. Dorgan: Legislative Assistant 2003-2004 Legislative Policy Counsel: 2004-2006",14812.0,300037,D000432,00308,2023,EXXON MOBIL CORP,0.0,14017,60
95,EXXON MOBIL,Rep. Ron James Kind,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",29769.0,400218,K000188,01498,2023,EXXONMOBIL,4000.0,75557,61
96,EXXON MOBIL,Rep. Bruce L. Braley,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",20719.0,412208,B001259,01845,2023,EXXONMOBIL,4000.0,75557,61
97,EXXON MOBIL,Rep. John Barrow,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",20507.0,400628,B001252,01780,2023,EXXONMOBIL,4000.0,75557,61
98,EXXON MOBIL,Rep. Pete Olson,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,64545,TYLER BRIAN NELSON,0.0,"Chief of Staff House Member Office, Deputy Chief of Staff House Member Office, District Director (Olson)",20948.0,412302,O000168,01955,2023,EXXONMOBIL,4000.0,75557,61
99,EXXON MOBIL,Sen. Joe Manchin,ClientOfLobbyistLinkedTo,Sen. ,Independent,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,141958,SARAH VENUTO,1.0,"Senior Advisor(Manchin); Counsel, Comm Energy & Natural Resources Chief Counsel; Chief Counsel (Manchin); Staff Director, Comm on Energy & Natural Resources; Director, Office of External Affairs, Federal Energy Regulatory Commission",40915.0,412391,M001183,01983,2023,EXXONMOBIL,4000.0,75557,61
100,EXXON MOBIL,Rep. Steve Joseph Scalise,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,56105,CHRISTOPHER HODGSON,1.0,"Legislative Assistant (Scalise), Floor Assistant & Deputy Floor Director for House Majority Whip (Scalise), Deputy Director & Director of Legislative Affairs (Pence)",20759.0,412261,S001176,01892,2023,EXXONMOBIL,4000.0,75557,61
101,EXXON MOBIL,Rep. John M. Shimkus,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,66235,CHRISTOPHER SARLEY,0.0,"Policy Coordinator, House Energy & Commerce Committee; Policy Director, Sr Legis Asst, House Member Office (Shimkus); Sr Legis Asst, Legislative Assistant, Legislative Correspondent, Staff Assistant, House Member Office (Hastert)",29718.0,400373,S000364,01527,2023,EXXONMOBIL,4000.0,75557,61
